,title,idNum,IPCNum,description
164,保险理财功能在线实现装置,CN105426977A,G06Q10/02; G06Q40/02,一种属于智能化银行办公场所技术领域的保险理财功能在线实现装置，包括电源、控制器、第一无线信号发送接收器、银行墙体线束、手机、中央处理器、命令翻译器、第二无线信号发送接收器、控制模块，手机放置在银行客户身上，电源、控制器、第一无线信号发送接收器均布置在银行等候室的墙体上，中央处理器、命令翻译器、第二无线信号发送接收器、控制模块均布置在手机内部。在本发明中，银行客户可以用自己的手机进行排队预约、货币收支、保险理财。本发明设计合理，结构简单，适用于银行办公场所的智能化设计。
165,幼儿园小孩定位装置,CN105427531A,G08B21/02,一种属于智能化幼儿园技术领域的幼儿园小孩定位装置，包括控制器、无线信号发送接收器、手机、中央处理器、命令翻译器、控制模块、腕式监测器、定位器，控制器、第一无线信号发送接收器均布置在幼儿园室内活动区的墙体上，手机放置在幼儿园老师身上，腕式监测器戴在幼儿园孩子的手腕上，第二无线信号发送接收器、定位查询模块布置在手机内并通过内部线束相连接，定位器、第三无线信号发送接收器布置在腕式监测器。在本发明中，幼儿园老师可以利用自己的手机可以查询每个特定孩子的具体位置。本发明设计合理，结构简单，适用于幼儿园的智能化设计。
166,用于手机的图形用户界面,CN303542434S,G08B21/02,1.产品名称：用于手机的图形用户界面。2.产品用途：用于运行程序以及进行通讯。3.设计要点：在于手机显示的图形用户界面内容。4.界面用途：产品的图形用户界面为推荐功能的用户交互界面。主视图至界面变化状态图3为，等待过程，动效循环显示；界面变化状态图4至界面变化状态图6为，用户持续触发“指纹”按钮输入信息后显示的界面；界面变化状态图7至界面变化状态图10为，根据用户信息为用户推荐相关内容。界面变化状态图1至界面变化状态图10为动效的关键帧。5.最能体现本外观设计的设计要点的图片：主视图。
167,用于手机的图形用户界面,CN303551342S,G08B21/02,1.产品名称：用于手机的图形用户界面。2.产品用途：用于运行程序以及进行通讯。3.设计要点：在于手机显示的图形用户界面内容。4.界面用途：产品的图形用户界面为下载功能的用户交互界面。主视图中点击“下载”按钮，显示下载动效及下载进度，顺序显示界面变化状态图1至界面变化状态图13。界面变化状态图1至界面变化状态图13为动效的关键帧。5.最能体现本外观设计的设计要点的图片：主视图。
168,手机的图形用户界面,CN303551340S,G08B21/02,1．本外观设计产品的名称：手机的图形用户界面。2．本外观设计产品的用途：本外观设计产品用于运行程序及通讯。3．本外观设计产品的设计要点：主要在于显示的图形用户界面的界面内容。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：后视图、左视图、右视图、俯视图及仰视图。6．界面用途：产品的图形用户界面为实现搜索功能的操作界面；在主视图界面中的文本框中输入想要搜索的内容并点击文本框右侧的搜索图标，能够启动搜索程序；界面下部区域为内容推荐区域，其实时推荐各版块热门内容以供使用者点击查看。
169,用于手机的图形用户界面,CN303551341S,G08B21/02,1.产品名称：用于手机的图形用户界面。2.产品用途：用于运行程序以及进行通讯。3.设计要点：在于手机显示的图形用户界面内容。4.界面用途：产品的图形用户界面为刷新功能的用户交互界面。主视图中的向下滑动界面，刷新显示内容，顺序显示界面变化状态图1至界面变化状态图20。界面变化状态图1至界面变化状态图20为动效的关键帧。5.最能体现本外观设计的设计要点的图片：主视图。
170,用于手机的图形用户界面,CN303551343S,G08B21/02,1.产品名称：用于手机的图形用户界面。2.产品用途：用于运行程序以及进行通讯。3.设计要点：在于手机显示的图形用户界面内容。4.界面用途：产品的图形用户界面为推荐功能的用户交互界面。主视图中点击“换一换”按钮，按钮四周旋转展开推荐图标控件，顺序显示界面变化状态图1至界面变化状态图4。界面变化状态图1至界面变化状态图4为动效的关键帧。5.最能体现本外观设计的设计要点的图片：主视图。
171,一种多功能手机保护壳及其制作方法,CN105282284A,H04M1/02,本发明公开了一种多功能手机保护壳及其制作方法，多功能手机保护壳包括上盖、主体壳、屏幕包胶和背壳，上盖通过销钉安装在主体壳的上方，主体壳的左侧上部设有音量按键，主体壳的左侧下部依次设有固定手机软垫和携带绳，主体壳的右侧从上到下依次设有开关键、扣锁和锁紧扣，背壳通过支架锁紧机构安装在主体壳的后侧，背壳的后方通过第二臂带固定扣和第一臂带固定扣固定有臂带扣，臂带扣的端部设有布带，上盖的底部从左到右依次设有防水耳机塞和防水透音膜。本发明通过特殊的结构设计和生产工艺设计，能实现多功能并存，结构设计简单合理，不仅有防水、防摔、防冻功能，更具有运动、便携、多样式兼容的特性。
172,一种停车场自动寻车方法及系统,CN105303870A,G08G1/123,本发明提供一种停车场自动寻车的方法，包括下述步骤：确认车位停靠信息；搜索预先标示的移动终端；将车位信息传输给所述移动终端；移动终端能调取车位信息。还有一种用于停车场自动寻车系统，包括车位系统和预置APP的移动终端。本发明采用一种简便，低成本的系统方案，避免大肆改造停车场等问题，降低成本，整个过程无需人工参与，操作简单，智能且能抗干扰，极大地方便了车主寻车。
173,一种便携智能痔疮治疗系统,CN105288864A,A61N5/06,本发明公开了一种便携智能痔疮治疗系统，主要是解决现有产品所存在的技术问题，从而提供一种便携智能痔疮治疗系统，用户可以自己通过手机端进行痔疮的查看和360度患处采集，并可以通过痔疮治疗肛塞提供预防、保健和预防操作，同时可以建立个人医疗保健数据库，可以对患者进行保健和治疗，也可以连接医生进行康复和治疗指导。
174,一种健康监测系统和健康监测方法,CN105286911A,A61B7/04; A61B5/0205; G06F19/00,本发明提供了一种健康监测系统和健康监测方法，涉及医疗健康护理技术领域。该健康监测系统包括数据采集模块和智能处理模块；所述数据采集模块与所述智能处理模块之间电连接。该健康监测方法利用数据采集模块采集人体的健康数据并传送给所述智能处理模块，由智能处理模块根据所述健康数据进行分析处理，得出人体的健康状况指数和人体的病灶特征。本发明的健康监测系统和方法，能够智能分析婴幼儿心肺系统和体温的健康指数，实现患病初期、治疗期与恢复期的健康监测，为家长和医生提供就诊参考。
175,一种提高供电时间的方法,CN105337374A,H02J7/00,本发明涉及电力电子领域，尤其涉及一种提高供电时间的方法。一种提高供电时间的方法，应用于电子设备的供电过程中，所述方法包括：当所述电子设备电池的电量低于第一设定值的时候，与所述电子设备电池连接的一升压电路开始工作；所述升压电路将低于第一设定值的电压提高到第二设定值后，稳定输出。本发明当电池低电压报警后，并在关机前启动升压电路，继续给电子设备以升压方式供电，不受电池检测的误差，放电电流的大小，温度的误差和低电压不能正常给手机供电使用，通过升压，来延长手机的供电时间、续航能力，充分利用电池的容量，直至将电池耗尽，有效地避免了电池电量资源的浪费。
176,车辆记录仪和公安综合监管系统,CN105336207A,G08G1/123; G07C5/08,本发明提供一种车辆记录仪和公安综合监管系统，车辆记录仪，综合监管系统，监管系统，可进行省、市、县联网，处理车辆记录仪拍摄的视频，并实时记录每个车辆记录仪的交通轨迹；交通事故处理系统，实时根据车辆记录仪的拍摄视频实现交通责任认定；微机站网络系统，用于实时传输视频数据和车辆交通记录仪定位数据，利用车辆记录仪，并可直接通过架设在交警、公安的服务器上的综合监管系统实现远程事故责任认定，案发现场还原，全覆盖监控或道路实时流量监控等功能，能够极大的降低交警、公安等部门的出勤次数，降低事故处理所需的等待时间以及追踪网的构成。
177,具有心电测试功能的手机,CN105430137A,H04M1/21; H04M1/725; A61B5/0402; A61B5/0408,本发明提供一种具有心电测试功能的手机，该手机包括显示屏、心电检测模块和处理器。该具有心电测试功能的手机上分布有测试电极触点。该心电检测模块用于检测用户触碰测试电极触点产生的心电电压。该处理器用于根据心电检测模块检测的心电电压进行分析获得用户的心电数据，及控制显示屏显示该用户的心电数据。本发明提供的具有心电测试功能的手机，以增加心电数据测试功能，和分析、记录及显示心电数据，从而提高用户体验。
178,一种采用位置定位技术评估耳鸣治疗效果的装置及方法,CN105411535A,A61B5/00,本发明属于医疗技术领域，具体的说是一种采用位置定位技术评估耳鸣治疗效果的装置及方法，数据采集单元与数字信号处理器单元信号相连，数据信号处理器与数据评估单元信号相连，数据评估单元与显示单元信号相连，数字信号处理器还分别与数据存储单元和数据传输单元双向信号连通，电源管理单元向其余各个单元供电。本发明具体表现在耳鸣患者一周去休闲活动几次、一周去购物几次等活动范围大小，如果耳鸣患者在治疗前后活动范围有差别，说明耳鸣治疗有效果，差别越大效果越好，因为耳鸣常常使患者产生焦虑等情绪障碍而产生耳鸣患者活动范围很小，所以通过采集耳鸣患者活动范围的位置信息就可以评估耳鸣患者治疗效果，从而达到科学、客观、有效评估、记录耳鸣治疗效果。
179,一种并发式储物控制柜,CN105405215A,G07F17/12,本发明涉及一种并发式储物控制柜，包括柜体、触摸屏、称重传感器、4G无线路由、控制器、服务器及移动终端，柜体还包括活动式储物箱、电动推杆、电控锁和滑动导轨，柜体内部后侧布置从上至下堆叠的至少两排活动式储物箱，柜体内部前侧布置从上至下间隔堆叠的至少两排活动式储物箱，称重传感器、电动推杆和电控锁与控制器通过RVV2*1.0线缆连接，触摸屏与控制器通过排线连接，4G无线路由与控制器通过网线连接，服务器与4G无线路由通过4G网络连接，移动终端通过无线网络或有线网络与4G无线路由和服务器连接。本发明基于现场触摸屏或微信，在柜体的任意非占用柜门处存、取物品，可实现多人同时任意操作，减少排队，提高运行效率。
180,智能定位防丢包,CN105411147A,A45C13/18; A45C15/00; G08B21/24,本发明公开了一种智能定位防丢包，包括一包，其特征在于：还包括控制盒和充电组件；所述充电组件与所述控制盒电连接；所述控制盒置于所述包内；所述控制盒包括电源管理单元、控制处理单元以及射频天线单元；所述电源管理单元、所述射频天线单元与所述控制处理单元相接；所述充电组件与所述电源管理单元电接；所述控制处理单元接有GSM单元、WIFI单元、GPS单元以及蓝牙单元。本发明可以实现实时定位、轨迹追踪、近距防丢、太阳能充电、USB供电等多项功能，可防止重要物品或文件资料的丢失，也可提供其所处的实时位置，安全快速的帮用户找到遗失的物件。
181,一种手机认证方法及系统,CN105429762A,H04L9/32; H04W12/06; H04W24/06,本发明公开了手机认证系统及方法，首先，在手机测试环境中构建一认证服务器，将手机的SIM卡信息添加到该认证服务器，使该认证服务器能执行EAP-SIM认证；之后手机端与一认证设备之间进行信息交互以获取包含手机端用户身份信息的EAP响应报文；该认证设备将该EAP响应报文转发给该认证服务器，该认证服务器与该手机间进行认证交互直至发送认证接收报文给该认证设备；以及该认证设备从该认证接收报文中解析出EAP认证成功的信息并将其发送给该手机端。
182,电磁流量计传感器的磁场异常检测装置,CN105424108A,G01F1/58; G01F15/00,本发明公开了一种电磁流量计传感器的磁场异常检测装置，涉及测量连续通过仪表的流体或流动固体材料的流量或质量的装置技术领域。所述装置包括磁场检测模块、干扰识别模块、报警输出模块和报警记录模块，所述磁场检测模块嵌入在所述电磁流量计传感器中，所述磁场检测模块的信号输出端与所述干扰识别模块的信号输入端连接，所述报警输出模块与所述干扰识别模块的信号输出端连接，所述报警输出模块的记录信号输出端与报警记录模块的信号输入端连接。所述装置可以检测到所述传感器是否发生过电磁干扰，当发生电磁干扰时发出报警信号并记录该电磁干扰事件，使相关工作人员可以及时发现不法人员对流量计的干扰。
183,一种头戴式显示器的自动调节方法、系统和装置,CN105425397A,G02B27/01,本申请是公开一种头戴式显示器的自动调节方法、系统和装置。可解决原有手动调节麻烦、不准确的问题。本发明提出一种方法，使用户能够在一个界面输入自己的参数，系统根据用户的具体参数驱动头戴式显示器，调节眼睛、透镜、屏幕的相对位置。并公开一种装置，利用上述方法，通过设置电机和舵机以螺杆螺母或齿轮齿条等传动方式以及电位器等反馈装置来实现自动调节各项参数。主要应用于高端头戴式显示器。
184,一种智能充电宝,CN105406561A,H02J7/00,一种智能充电宝，涉及一种手机充电装置，包括主体，所述的主体内设置有锂聚合物电池，所述的主体正面设置有放置板，所述的放置板上设置有夹持器，所述的夹持器上设置有两个可调夹持条，所述的主体背面转动设置有转动板，所述的转动板上设置有若干个收纳槽，所述的转动板上还转动设置有与所述收纳槽相配合的调节杆，所述的调节杆包括相互配合的甲调节杆和乙调节杆，所述的主体上还设置有输出端，还具有放绳盒和固定卡槽。与现有技术相比，本发明的有益效果是：能让电子产品固定在充电宝上，减少电子产品与充电宝之间线缆的长度，防止手机的移动影响到充电的效果，同时还能在给电子产品充电的同时对电子产品起到支撑作用，解放使用者的双手。
185,通信终端、可见光通信用户外接装置及其通信方法,CN105406916A,H04B10/116; H04B10/27; H04B10/50; H04B10/516; H04B10/2575,本发明公开了一种通信终端、可见光通信用户外接装置及其通信方法。可见光通信用户外接装置包括光接收模块、解调模块、接口模块、调制模块和光发送模块；光接收模块和解调模块用于接收环境中的可见光信号并将其转化成用户终端可用的数字信号；接口模块用于实现解调模块、调制模块与用户终端之间的数字信号传输；调制模块和光发送模块用于将来自用户终端的数字信号转化成可见光信号向外界发送。通信终端是采用上述可见光通信用户外接装置的通信终端；通信方法是利用上述可见光通信用户外接装置进行可见光双向通信的方法。本发明可见光通信用户外接装置与用户终端连接，辅助用户终端通过可见光信号实现双向语音通信和上网功能。
186,一种便携式充电宝,CN105406560A,H02J7/00,一种便携式充电宝，涉及一种手机充电装置，包括主体，所述的主体内设置有锂聚合物电池，所述的主体正面设置有放置板，所述的放置板上设置有夹持器，所述的夹持器上设置有两个可调夹持条，所述的主体背面转动设置有转动板，所述的转动板上设置有若干个收纳槽，所述的转动板上还转动设置有与所述收纳槽相配合的调节杆，所述的调节杆包括相互配合的甲调节杆和乙调节杆，所述的主体上还设置有输出端，主体上还设置有夹子。与现有技术相比，本发明的有益效果是：能让电子产品固定在充电宝上，减少电子产品与充电宝之间线缆的长度，防止手机的移动影响到充电的效果，同时还能在给电子产品充电的同时对电子产品起到支撑作用，解放使用者的双手。
187,一种基于手机的视频监控系统,CN105430354A,H04N7/18,一种基于手机的视频监控系统，包括监控手机、远程用户端和云存储服务器，所述监控手机为具有视频采集功能的手机，所述监控手机采用WIF网络通过路由器接入互联网，或采用移动网络通过移动通讯基站接入互联网，所述监控手机通过互联网与云存储服务器相连用于把监控数据存入云存储服务器，所述远程用户端与互联网相连用于实时浏览监控手机的监控画面或读取云端存储服务器的监控数据，所述远程用户端为电脑或用户手机。本发明利用可靠性高的互联网传输和存储视频图像，为用户提供更方便的远程监控、远程管理等功能，同时监控手机可利用闲置或旧手机改造，成本低，使用方便，广泛应用于家庭、商店等。
188,一种新型农业监控系统,CN105425758A,G05B19/418; G06Q50/02,一种新型农业监控系统，属于物联网技术领域。系统包括温度检测模块、湿度检测模块和照度检测模块；温度检测模块、湿度检测模块和照度检测模块分别与Zigbee子节点Ni有线连接，Zigbee子节点Ni与Zigbee主节点N无线通信，Zigbee主节点N与WiFi主节点L通过RS232有线连接通信，植物生长检测摄像头与WiFi子节点Li有线数据连接，WiFi子节点Li与WiFi主节点L无线通信；土壤水份检测模块和二氧化碳模块与蓝牙子节点Mi有线数据连接。
189,便携式充电宝,CN105429244A,H02J7/00,便携式充电宝，涉及一种手机充电装置，包括主体，所述的主体内设置有锂聚合物电池，所述的主体正面设置有放置板，所述的放置板上设置有夹持器，所述的夹持器上设置有两个可调夹持条，所述的主体背面转动设置有转动板，所述的转动板上设置有若干个收纳槽，所述的转动板上还转动设置有与所述收纳槽相配合的调节杆，所述的调节杆包括相互配合的甲调节杆和乙调节杆，所述的主体上还设置有输出端，主体上还设置有挂绳。与现有技术相比，本发明的有益效果是：能让电子产品固定在充电宝上，减少电子产品与充电宝之间线缆的长度，防止手机的移动影响到充电的效果，同时还能在给电子产品充电的同时对电子产品起到支撑作用，解放使用者的双手。
190,一种风力检测系统、方法和风速计,CN105424973A,G01P5/02; H04M1/725,本发明公开了一种风力检测系统、方法和风速计，包含移动智能终端、风速计；风速计设置有耳机插头，风速计的耳机插头插入移动智能终端的耳机插孔，使风速计与移动智能终端固定；风速计采集风力数据，并将风力数据传输到移动智能终端，移动智能终端分析风力数据并显示。本发明将智能手机为代表的移动智能终端作为风力检测仪器的一部分，将智能手机结合小配件，可以替代相关专业检测设备来完成检测工作，小巧、便携。
191,一种远程学习系统,CN105427693A,G09B5/14,本发明供了一种远程学习系统，包括学习终端、服务器、课程数据库、录播系统、在线直播系统，所述学习终端为多个，所述学习终端依次通过互联网和服务器连接课程数据库，所述课程数据库分别连接录播系统和在线直播系统，所述在线直播系统依次通过音频录制设备和音频处理设备连接音频采集设备，所述在线直播系统连接摄像头。本发明所述的一种远程学习系统，可以选择学习提前录制好的授课视频，也可以选择直播中的课堂随时进入，在直播听课过程中可以向教师反映学习中产生的疑问，得到及时的反馈，增强学习的趣味性。
192,一种车辆交通信息检测装置及方法,CN105427611A,G08G1/01; G08G1/042,本发明公开了一种车辆交通信息检测装置及方法，装置包括一个或多个检测器、数据采集管理控制器和应用终端，应用终端与采集管理控制器通过无线网络连接、用于对检测器和采集管理控制器进行智能化管理，应用终端安装有用于管理所述交通信息检测装置的后台管理软件，检测器包括外壳以及设置在外壳内部的检测单元和第一无线供电单元，第一无线供电单元包括振动检测模块和第一电源供电模块，检测单元包括第一MCU，振动检测模块检测到有频率的振动时，激活第一电源供电模块给检测单元供电，同时唤醒第一MCU的休眠状态。实施本发明的车辆交通信息检测装置及方法，具有以下有益效果：能做到低功耗、能实现节点信息自动上报、能实现云端远程管理。
193,一种带有数据管理系统功能模块的按摩理疗仪,CN105411835A,A61H39/02; A61N1/36; A61N5/06,本发明提供一种带有数据管理系统功能模块的按摩理疗仪，其特征在于：包括按摩装置、针灸、红外理疗装置等；所述按摩装置包括穴位检测定位和穴位按摩单元，穴位检测单元包括穴位电阻检测电路和A/D数字转换电路，所述穴位针灸单元和穴位按摩单元分别包括D/A脉冲电流产生电路和放大电路。本发明设置有穴位阻值分析比较模块，采用两种方式将探测到的穴位阻值进行分析比较、做出健康趋势判断；穴位阻值检测异常提示模块，可避免穴位误测，避开疾病禁忌理疗的穴位，可通过同步终端操控、监视装置，提高使用安全性。通过自体数据变量分析，做出健康趋势判断及保健治疗建议，可不依赖但可共享外部平台数据，是易于走入家庭的人性化、小型健康管理装置。
194,一种视力监控管理系统,CN105425647A,G05B19/04,本发明提供了一种视力监控管理系统，包括眼科检查设备、主控机、专家诊断终端、服务器和用户访问终端；所述主控机通过第一以太网模块与所述服务器信号连接；所述眼科检查设备与所述主控机信号连接，接收主控机的反馈信号并向主控机输入眼科检查结果；所述专家诊断终端通过第一以太网模块与所述主控机信号连接，接收主控机的反馈信号，并向主控机输入操作信号及诊断信息；所述用户访问终端与所述服务器信号连接、用户访问终端访问服务器内用户视力检测信息。本发明所述的视力监控管理系统，实现了用户视力档案的建立，通过视力检测数据和专家诊断信息的实时联网上传，方便了用户及时地访问了解及自身数据的存储。
195,一种基于浏览器的微信公众号数据采集方法及装置,CN105429865A,H04L12/58; H04L29/08,<b>本发明涉及信息采集领域，具体涉及一种基于浏览器的微信公众号数据采集方法及装置。该方法和装置通过浏览器代理设置实现同时开启多个微信账号，在浏览器与互联网数据交互时将浏览器与互联网交互的微信公众号交互数据包进行监控并下载；一台服务器可以开多个浏览器窗口，相当于开多个采集入口，而浏览器窗口占用的资源小；采集针对性较强，由微信账号关注重点微信公众号，采集的信息没有其他杂乱信息；访问不受限制，浏览器登陆微信后，公众号会自动推送信息；不影响微信账号的正常使用，微信在网页版登陆后，用于采集信息，手机端可正常使用。</b>
196,一种药品定时提醒的系统,CN105389478A,G06F19/00,本发明提供一种药品定时提醒的系统，所述系统包括：药品销售模块、会员信息模块、处理模块、通信模块、提示模块和控制模块。药品销售模块获取和标记药品的服用相关信息及其他信息，会员信息模块用于获取会员身份信息，所述控制模块将所述会员信息通过所述通信模块传输至服务器，所述服务器预先存储与所述会员信息相对应的药品销售模块信息，所述服务器将与所述身份信息相对应的信息反馈至所述处理模块对所述用药信息进行处理，生成提示信息，所述控制模块根据所述提示信息控制提示模块提前播报其对应的用药量，通过药品定时提醒系统可以提醒服药者服药时间和帮助服药者管理自己的服药行为。
197,设备联网方法及装置,CN105407518A,H04W48/16,本公开关于一种设备联网方法及装置，属于计算机技术领域。所述方法用于不包含输入组件的智能设备中，所述智能设备通过数据线与输入设备相连，所述输入设备包含输入组件，包括：进入联网配置模式，所述联网配置模式是指示所述智能设备接入互联网的模式；通过所述数据线向所述输入设备发送信息请求，所述信息请求用于请求所述互联网的接入信息；通过所述数据线接收所述输入设备发送的所述接入信息；根据所述接入信息接入所述互联网。本公开可解决通过手机广播接入信息时，广播的稳定性和可靠性差的问题，可达到提高设备联网的稳定性和可靠性的效果。
198,折叠手机座,CN205105285U,H04M1/12,折叠手机座，包括底座与支架，所述底座顶端设有开口，所述开口处配合设有平台，所述平台具有一定厚度，所述支架设置在平台上并与平台铰接配合，所述支架为一种n型支架，所述平台上设有支架收纳槽，所述支架收纳槽设置在支架的正前方且大小与支架配合，所述支架与支架收纳槽之间设有防滑件。本实用新型便于人们在观看视频时放置手机，方便折叠且易于手机散热。
199,新型手机座,CN205105284U,H04M1/12,新型手机座，包括底座与支架，所述底座为一种中空结构，所述底座顶端开口处配合设有平台，所述平台具有一定厚度，所述支架设置在平台上并与平台铰接配合，所述支架为一种n型支架，所述平台上设有支架收纳槽，所述支架收纳槽设置在支架的正前方且大小与支架配合，所述平台上设有与支架收纳槽垂直交叉的定位槽，所述定位槽底面上设有耳机入口，所述耳机入口与底座内部连通，所述底座底部边缘设有耳机出口，所述平台上还设有笔孔。本实用新型便于人们在观看视频时放置手机，可折叠且易于手机散热。
200,一种手机座,CN205105286U,H04M1/12,一种手机座，包括底座与支架，所述底座顶端设有开口，所述开口处配合设有平台，所述支架设置在平台上表面，所述支架为一种n型支架，所述平台上设有凹槽，所述凹槽与支架配合设置。本实用新型便于人们在观看视频时放置手机，结构简单且易于手机散热。
201,汽车刹车提醒系统、方法、及报警系统,CN105416171A,B60Q9/00; G01P1/08,本发明提供一种汽车刹车提醒系统、方法、及报警系统，根据实时对汽车的速度进行检测，并根据相邻的检测结果判断汽车是否在刹车，且当相邻的汽车速度大于一阈值时，判断汽车正在刹车，并通过电子设备进行相应的提示。
202,一种具有Wifi传输功能的音箱,CN105430555A,H04R1/20,本发明涉及音频播放设备领域，具体涉及一种具有Wifi传输功能的音箱，它包括微控制器，所述微控制器连接有显示控制模块、音频编解码模块与无线网络收发模块，所述音频编解码模块连接有音频功放模块，所述音频功放模块连接有音响，所述显示控制模块连接有供电模块，所述无线网络收发模块连接有高增益天线，实现将智能手机、电脑、平板等设备上的本地音乐或在线音乐，通过Wi-Fi网络无线实时的传输到音箱进行播放的功能，与目前的蓝牙音箱方案相比，Wi-Fi音箱拥有更好的播放品质以及更广的使用范围，整个音箱设计原理简单，结构紧凑，巧妙的利用了Wi-Fi来传输音频信号，能很好的适用于各种移动设备，值得推广。
203,一种wifi烟雾报警灯,CN105427510A,G08B17/10; F21V33/00; F21Y115/10,本发明公开了一种wifi烟雾报警灯，包括LED灯源、烟雾传感器、wifi模块、主控模块、电源模块；烟雾传感器用于检测区域内的烟雾浓度；wifi模块用于接入网络，与远处监控端通讯连接，接收远处监控端的控制命令以及将烟雾报警信息发送至远处监控端；主控模块与LED灯源、wifi模块、烟雾传感器连接；电源模块与主控模块连接，用于为主控模块提供电源。当烟雾传感器检测到区域内的烟雾浓度超过报警值时，即通过wifi模块把报警信息发送至远处监控端，通知人员赶往该区域巡查是否出现火情。此外，人员还能通过远处监控端控制灯具的LED灯源，以调节出任何气氛以及动态的灯光效果。
204,一种基于云计算的快递方法,CN105427076A,G06Q10/08; G06Q50/28,本发明提供一种基于云计算的快递方法，涉及云计算和快递领域，本发明包括：(1)用户通过云平台发布信息；(2)数据中心保存信息并进行匹配；(3)乘车人位置信息共享；(4)物品交付及支付。本发明通过云平台，实现小件物品和资料在不同城市间通过乘车人进行捎带，从而实现物品的当天到达且降低乘车人的交通费用。
205,基于编号脚环和二维码标签的农家土鸡防伪溯源系统,CN105427115A,G06Q30/00; G06Q50/02; G06K19/06,本发明公开了一种农家土鸡防伪方法及其溯源防伪系统，它包括编号脚环、信息管理模块、二维码标签、二维码终端设备。编号脚环采用封闭式小鸡脚环，其编号由养殖时间信息代码和序号组成。产品溯源防伪信息存储在信息管理模块数据库中，在合格产品进入统一销售网络时，信息管理模块为其配置二维码标签。消费者可从脚环编号查看养殖时间，通过养殖周期长短初步判断是否农家真品，也可用智能手机摄像头扫描标二维码从溯源数据库查询相关信息进一步核实真伪，这样能有效防止不合格产品充斥市场，从根本上杜绝伪造，达到溯源防伪的目的。
206,便携式手机充电手环,CN205105126U,H02N11/00; H02J7/00,本实用新型涉及电子领域，具体涉及充电手环。便携式手机充电手环，包括一手环主体，手环主体设有一中空腔，中空腔内安有一温差发电装置、一纸电池；温差发电装置连接纸电池，纸电池连接一滤波电路的输入端，滤波电路输出端连接一稳压芯片的输入端，稳压芯片的输出端连接一用于连接充电线的充电线接口；中空腔设有一开口，充电线接口从开口伸出。本实用新型通过将纸电池输出的电压滤波和稳定，提供标准的5V电压输出，与手机的锂电池输入电压相匹配，避免抖动纹波电压和浪涌电压对充电电路和电池的破坏。同时只需携带手环，就可以实现随时随地充电的目的，同时不用担心纸电池电量耗尽的问题，实现长久有电可充。
207,防止电视节目干扰通话的方法及系统,CN105430493A,H04N21/439; H04N21/436; H04M1/725,防止电视节目干扰通话的方法及系统。本发明涉及通话防干扰技术，目的是为了解决现有的智能机顶盒无法根据室内用户通话情况智能调整电视节目播放的问题。本发明公开了一种能够在手机收到来电时自动静音的机顶盒，使得机顶盒能够监听手机来电和通话结束，并通过控制电视静音向用户发出提示，同时提供一个安静的通话环境，当通话结束后自动退出静音模式。在实现上分为手机端的应用程序及机顶盒端的接收处理模块。手机与机顶盒通过蓝牙、WIFI等无线方式连接，在手机端的应用程序监听到手机来电后和通话结束后向机顶盒模块发出信息，机顶盒通过控制电视音频输出提醒用户有手机来电，并提供安静的通话环境，通话结束后自动退出静音模式。本发明适用于通话防干扰。
208,一种基于手机的电瓶车电量提醒系统及提醒方法,CN105425163A,G01R31/36,本发明提供一种基于手机的电瓶车电量提醒系统及提醒方法，包括电量监测模块、设置模块、信息推送模块、微处理器和手机；所述电量监测模块用于实时监测电瓶车电量；所述设置模块用于设置预设阈值、预设时间，以及接收提醒信息的手机号码；所述微处理器用于在电瓶车电量低于所述预设阈值或在电瓶车电量充满后达到所述预设时间时，控制所述信息推送模块向所述手机发出提醒信息；所述信息推送模块用于在所述微处理器的控制下，向所述手机发出提醒信息。本发明的基于手机的电瓶车电量提醒系统及提醒方法当电瓶车电量不足时，能够通过手机及时进行提醒；当电瓶车充电完成后，能够通过手机提醒用户，防止过充，以延长电瓶使用寿命；成本低，适用性强。
209,一种信息机房可视化监控方法,CN105278436A,G05B19/048; H04N7/18,本发明提出一种信息机房可视化监控方法，所述方法通过信息机房可视化监控装置实时采集信息机房内的动态图像数据、温度数据、湿度数据，将动态图像数据、温度数据、湿度数据存储在监控主机中，通过监控主机对动态图像数据、温度数据、湿度数据的实时数据进行监控，监控主机发现异常情况时将通过报警装置进行报警，并将报警信息通过无线网络发送至智能手机。本发明实现对信息机房的全面监控，保障机房安全稳定运行，实现了及时可靠的告警功能，能第一时间发现机房异常并进行告警，以便第一时间排查隐患，具有成本低、运行稳定的特点。
210,一种汽车报警装置,CN105292054A,B60R25/104; B60R25/102; B60R25/31; B60R25/30,本发明涉及安防领域，具体公开了一种汽车报警装置，包括控制盒和与控制盒连接的多个检测器；所述检测器包括透明的外壳和设置在外壳内的摄像头、话筒、声音传感器、闪光灯和超声波传感器；所述控制盒内设有微控制器和GSM模块；所述微控制器分别电连接话筒、声音传感器、GSM模块、摄像头、超声波传感器和闪光灯；所述控制盒与所述检测器之间连通有波纹管，连接控制盒与检测器之间的导线都放置在波纹管中。本发明避免了噪声污染而且可及时发送盗窃者的信息到指定手机。
